score
-1159.7
-1436.0
-1403.8
-1388.9
-837.7
-1088.6
-915.5
-1237.5
-713.5
-929.1
-997.2
-761.5
-880.1
-990.9
-866.2
-873.5
-789.8
-937.2
-885.1
-999.6
-851.6
-818.2
-852.9
-628.3
-691.6
-746.2
-635.3
-745.5
-620.8
-632.4
-656.3
-763.6
-1031.4
-1035.2
-767.1
-856.8
-761.2
-957.5
-760.3
-978.5
-766.2
-904.7
-958.5
-648.8
-1000.6
-990.9
-1091.4
-1151.2
-1060.5
-892.0
-926.6
-944.1
-1130.4
-1100.1
-1029.8
-910.3
-1146.5
-1146.5
-1012.6
-773.9
-693.0
-851.7
-874.3
-870.9
-868.1
-947.0
-1041.9
-782.1
-636.1
-812.3
-979.8
-134.8
-9.9
-242.3
-1330.2
-234.4
-1197.8
-1210.6
-910.4
-357.1
-2.1
-734.1
-784.0
-485.7
-387.2
-638.5
-857.0
-1048.8
-370.5
-119.6
-239.8
-128.7
-253.0
-462.4
-118.0
-356.1
-127.7
-0.5
-126.3
-128.2
-245.6
-0.6
-362.3
-123.1
-234.8
-128.2
-122.0
-119.8
-123.1
-120.8
-117.8
-121.1
-1.5
-128.0
-0.6
-239.3
-117.6
-1.4
-121.6
-333.6
-119.5
-1.5
-2.0
-227.0
-126.4
-2.5
-245.5
-231.6
-2.9
-351.8
-121.8
-337.9
-117.8
-321.8
-128.3
-242.2
-332.7
-124.3
-121.9
-225.2
-3.3
-120.9
-241.5
-123.6
-121.0
-239.3
-124.0
-1.7
-125.7
-117.8
-117.3
-233.8
-121.9
-129.5
-122.4
-121.6
-120.6
-126.3
-125.8
-127.1
-126.0
-239.0
-126.4
-126.4
-123.7
-245.5
-3.0
-2.4
-116.2
-121.5
-124.7
-126.1
-120.7
-118.8
-4.6
-128.6
-123.2
-225.8
-234.2
-130.5
-224.7
-121.2
-236.5
-121.0
-121.1
-3.7
-118.8
-3.1
-230.3
-4.5
-380.7
-129.6
-302.7
-120.0
-122.7
-132.1
-3.2
-120.4
-245.3
-250.2
