Score3,Score1,Score2
88.79581315,91.34745608,88.97668971
92.90219753,92.59965381,82.89462351
92.48399533,90.27430816,88.24393361
89.03815508,88.69209263,88.99083759
88.10640079,86.65812661,87.3594411
86.83462308,91.2035913,88.99344913
91.71249899,89.89413512,87.04268098
87.1521145,91.45278814,87.7111607
92.75458705,92.73844902,88.35798887
87.86511546,90.2354419,88.11574339
87.88446182,93.5811391,89.82101342
93.2626875,93.25956261,85.07081104
90.62179261,90.20509521,90.35467766
93.16916248,87.12430026,86.83734784
92.51443413,91.75741488,89.53809954
92.0266827,92.39707882,84.8349153
92.82669364,91.46133865,88.32383132
91.54889461,90.7532991,87.5449908
85.97454437,89.3357316,88.4049699
92.15472752,91.08155456,89.73749354
86.08964181,92.43859779,86.71371118
91.60874435,91.05194545,88.84452528
92.32482758,91.24610812,87.58366245
88.8577104,92.29981765,86.39910291
91.62733123,93.37267886,89.57844766
92.69467307,91.81706698,89.40221751
91.67803388,91.66328243,87.03572735
91.46574182,91.01503467,84.99845657
92.23340456,91.85465413,85.54806082
91.67253462,92.48801265,88.70716282
88.03158867,90.83889332,88.74817528
92.99705976,91.88646115,88.59569784
92.18361678,92.74765297,87.95327287
91.80233679,90.63032452,82.8776285
90.78252972,91.44472175,89.04889762
92.16588697,92.55451503,89.06111039
86.72144712,92.60472667,88.71886435
91.96084182,92.6740219,89.78956625
92.40658636,91.57194049,87.61304579
91.16231008,91.18243487,72.77332181
91.67442882,90.87181672,88.74673493
91.47548115,91.55997209,80.55441452
91.21402707,92.25398137,87.00078444
92.29429731,92.67747219,86.21054661
91.51467059,91.87123969,89.11320199
91.60250351,92.41899073,86.67265749
91.91551862,92.98835183,86.48784426
91.05516282,92.26643043,87.56449215
91.01503467,91.91359406,87.87999205
91.85465413,91.29212021,88.23005598
92.48801265,92.94449007,87.60398562
90.83889332,90.01448396,89.60716671
91.88646115,90.19829798,86.29377844
92.74765297,90.32743332,87.67623918
90.63032452,90.02756481,89.71862104
91.44472175,92.55278322,81.4187525
92.55451503,92.14000651,87.52836353
92.60472667,93.40566441,86.56225163
92.6740219,92.05571506,82.40586589
91.57194049,91.19953425,87.82221697
91.18243487,90.16086628,87.98016699
90.87181672,91.73743842,87.1262068
91.55997209,92.64258064,83.09159672
92.25398137,91.0938125,85.45173735
92.67747219,90.30995939,86.30971544
91.87123969,93.55247164,87.89720325
92.41899073,93.65025782,85.91841041
90.83889332,90.27765486,86.83597342
91.88646115,91.64362517,84.58089797
92.74765297,92.66213481,81.99178023
90.63032452,92.13849472,84.88328419
91.44472175,91.87379273,88.50395872
92.55451503,91.6143817,81.29593867
92.60472667,89.02021345,85.25255313
92.6740219,91.10657312,86.49395823
91.57194049,92.01017453,89.18189655
91.18243487,92.06436459,87.69420924
90.87181672,92.91072686,88.02535361
91.55997209,89.92085719,87.59580415
91.51467059,92.16239452,87.08603725
91.60250351,91.96864177,88.83255986
91.91551862,92.31245264,84.98491025
91.05516282,91.18341972,87.41185603
91.01503467,90.58292735,89.1304378
91.85465413,92.11038125,90.28132892
92.48801265,93.04257953,87.00115656
90.83889332,92.32160396,86.68784166
91.88646115,91.97274707,87.98245047
92.74765297,92.83313058,89.40297836
90.63032452,91.52036365,89.1525617
91.44472175,91.86062444,86.1959853
92.55451503,89.53972866,89.69820659
92.60472667,91.46789837,88.5476929
92.6740219,92.47931878,86.78901186
91.57194049,91.5267024,88.82536998
91.18243487,90.88997754,88.15038088
90.87181672,91.77560924,86.83637019
91.55997209,93.1923953,87.26415224
92.25398137,90.79345768,88.93689628
92.67747219,92.31694317,86.38667398
92.67747219,91.39183746,88.77115844
91.51467059,92.49829566,88.47079066
91.60250351,93.24061285,88.33804437
91.91551862,91.45280916,89.99176503
91.05516282,89.88982405,88.26138514
91.01503467,92.57180384,88.59955633
91.85465413,91.20725237,88.59963978
92.48801265,91.39303942,89.07317548
90.83889332,92.3305988,88.54787927
91.88646115,92.80017908,87.75723316
92.74765297,91.27355114,89.60339848
90.63032452,90.84035874,88.87763301
91.44472175,91.84147874,87.42590754
92.55451503,92.43510788,88.61875716
92.60472667,90.69580255,89.65688571
92.6740219,92.24573702,88.28852206
91.57194049,92.21140479,90.4845912
91.18243487,90.85848387,91.27548764
90.87181672,91.92259995,88.13830918
91.55997209,91.97550496,88.13212305
92.25398137,91.90922649,89.30156429
92.67747219,92.46596873,89.87489574
91.57194049,91.68778935,90.06394952
91.18243487,92.41271856,89.49308305
90.87181672,93.61937884,88.9424448
91.55997209,92.06953527,88.02096055
91.51467059,90.67763127,89.86744725
91.60250351,92.78292229,89.39546713
91.91551862,90.4276468,90.1705137
91.05516282,91.97257518,89.54165684
91.01503467,92.25039535,88.93282515
91.85465413,93.3738585,88.16385538
92.48801265,92.07752498,88.05420526
90.83889332,91.473389,88.72249089
91.88646115,91.41765904,90.59660803
92.74765297,92.72217439,89.25111477
90.63032452,92.2181604,88.8905794
91.44472175,91.51412647,87.45265527
92.55451503,91.26214382,88.16696374
92.60472667,92.21892299,91.16964325
92.6740219,91.56203947,81.63666796
91.57194049,91.6522379,86.64905869
91.18243487,92.20835123,87.80846465
92.67747219,91.58428747,82.90241383
91.57194049,92.08567896,84.59080644
91.18243487,91.61184847,81.99167592
90.87181672,93.79087622,87.18222727
91.55997209,91.747726,85.96211168
