Score1,Score2,Score3,Score4,Score5,Score6
90.55610299,88.76959072,90.97509573,93.76284779,,
90.90451121,88.60307124,92.61428744,94.44285771,,
86.55841425,90.48954594,93.6019236,93.56017355,,
89.72021952,88.55730426,95.06398139,94.95200272,,
91.24186414,89.6983496,94.54215031,93.74810244,,
91.46615526,90.26670152,94.70964808,95.13623403,,
90.2502932,89.24602514,95.78659863,93.00122741,,
92.09860856,88.87370793,93.77053668,94.86233893,,
89.98944241,88.60206784,95.7435803,94.06449401,,
92.3305478,88.61343787,94.87824069,90.22236363,,
91.34745608,88.97668971,91.98647113,92.93655075,,
92.59965381,82.89462351,95.91783856,92.08885396,,
90.27430816,88.24393361,92.7526823,94.19411349,,
88.69209263,88.99083759,93.77545018,94.42195271,,
86.65812661,87.3594411,93.34914452,93.29267562,,
91.2035913,88.99344913,94.97421013,90.54283559,,
89.89413512,87.04268098,94.70528665,91.5538805,,
91.45278814,87.7111607,93.93624777,93.56958927,,
92.73844902,88.35798887,93.97030872,90.91823845,,
90.2354419,88.11574339,94.14678079,91.52566099,,
93.5811391,89.82101342,95.44252677,94.0381804,,
93.25956261,85.07081104,94.2899962,90.15702601,,
90.20509521,90.35467766,92.46434624,92.31508826,,
87.12430026,86.83734784,89.95916597,92.78404554,,
91.75741488,89.53809954,94.50314427,92.41265778,,
92.39707882,84.8349153,93.19721993,94.7631479,,
91.46133865,88.32383132,94.25499099,91.51516946,,
90.7532991,87.5449908,94.55376882,92.23162467,,
89.3357316,88.4049699,94.15080046,91.31455424,,
91.08155456,89.73749354,92.744168,90.43669183,,
92.43859779,86.71371118,93.93266259,94.71332092,,
91.05194545,88.84452528,95.3079844,92.97984621,,
91.24610812,87.58366245,94.13769942,90.4009358,,
92.29981765,86.39910291,94.00544913,90.15800574,,
93.37267886,89.57844766,92.87711732,91.04067753,,
91.81706698,89.40221751,91.67564849,91.62069549,,
91.66328243,87.03572735,94.22274605,94.11590405,,
91.01503467,84.99845657,92.45080253,92.35734025,,
91.85465413,85.54806082,91.97354899,93.08063545,,
92.48801265,88.70716282,94.5989551,88.50081231,,
90.83889332,88.74817528,93.76041124,92.51045878,,
91.88646115,88.59569784,90.64024456,94.76659242,,
92.74765297,87.95327287,94.45558554,93.3565086,,
90.63032452,82.8776285,94.35247373,88.90526259,,
91.44472175,89.04889762,95.88286439,94.59766177,,
92.55451503,89.06111039,94.33473346,95.51644297,,
92.60472667,88.71886435,92.30896976,91.98783262,,
92.6740219,89.78956625,94.27473628,90.8517796,,
91.57194049,87.61304579,95.13160849,94.21482158,,
91.18243487,72.77332181,90.77631209,94.78266253,,
90.87181672,88.74673493,91.04092778,90.43270737,,
91.55997209,80.55441452,92.51770539,94.82839035,,
92.25398137,87.00078444,92.70982723,92.1130391,,
92.67747219,86.21054661,92.68559993,90.2168462,,
91.87123969,89.11320199,93.29322479,92.79781696,,
92.41899073,86.67265749,94.50236582,87.60668137,,
92.98835183,86.48784426,91.85814312,89.17154421,,
92.26643043,87.56449215,90.83189734,94.79256419,,
91.91359406,87.87999205,95.60959162,90.18702525,,
91.29212021,88.23005598,93.89150407,93.73161519,,
92.94449007,87.60398562,93.06017913,94.11445379,,
90.01448396,89.60716671,92.01901954,93.71760103,,
90.19829798,86.29377844,93.15430003,93.71113226,,
90.32743332,87.67623918,90.08358741,89.3878889,,
90.02756481,89.71862104,93.55402289,89.91158507,,
92.55278322,81.4187525,93.37729194,93.40535293,,
92.14000651,87.52836353,91.28473298,93.24999291,,
93.40566441,86.56225163,94.25540254,87.82446909,,
92.05571506,82.40586589,91.70108493,92.01334058,,
91.19953425,87.82221697,89.12097518,87.27208088,,
90.16086628,87.98016699,92.61879328,93.55434765,,
91.73743842,87.1262068,92.69872261,94.39379935,,
92.64258064,83.09159672,93.43826553,89.74577183,,
91.0938125,85.45173735,91.99356934,91.51651288,,
90.30995939,86.30971544,93.03204348,90.93508293,,
93.55247164,87.89720325,91.37949432,93.5767837,,
93.65025782,85.91841041,93.8933636,92.2437134,,
90.27765486,86.83597342,95.52068735,91.39131406,,
91.64362517,84.58089797,91.90069106,92.58148021,,
92.66213481,81.99178023,94.44618152,93.05358427,,
92.13849472,84.88328419,91.83584727,91.63183848,,
91.87379273,88.50395872,94.1421713,92.25599336,,
91.6143817,81.29593867,92.81087752,94.22937318,,
89.02021345,85.25255313,91.15271959,85.88934274,,
91.10657312,86.49395823,92.49533195,87.90850352,,
92.01017453,89.18189655,94.75161272,92.68889642,,
92.06436459,87.69420924,93.87853936,92.53029611,,
92.91072686,88.02535361,94.21812334,92.43623997,,
89.92085719,87.59580415,91.58652718,86.9422619,,
92.16239452,87.08603725,95.11773555,87.44903994,,
91.96864177,88.83255986,92.8083256,87.45689574,,
92.31245264,84.98491025,89.96758535,87.3258898,,
91.18341972,87.41185603,89.39165303,87.61423371,,
90.58292735,89.1304378,94.0104578,92.63785656,,
92.11038125,90.28132892,90.61051171,92.56926578,,
93.04257953,87.00115656,93.24517186,87.70601235,,
92.32160396,86.68784166,92.64999328,86.22864283,,
91.97274707,87.98245047,91.65850449,87.29172606,,
92.83313058,89.40297836,89.75175959,92.6195302,,
91.52036365,89.1525617,94.05080251,93.07905212,,
91.86062444,86.1959853,90.55448866,88.3215727,,
89.53972866,89.69820659,91.39352267,92.17641658,,
91.46789837,88.5476929,94.47951322,86.76646723,,
92.47931878,86.78901186,95.43666707,91.79715322,,
91.5267024,88.82536998,90.85838377,92.67888972,,
90.88997754,88.15038088,94.55176942,93.17174059,,
91.77560924,86.83637019,93.95947213,92.75907599,,
93.1923953,87.26415224,89.80418704,87.21401979,,
90.79345768,88.93689628,94.62103516,92.63732207,,
92.31694317,86.38667398,93.26997198,86.90981848,,
91.39183746,88.77115844,92.00676488,92.65383987,,
92.49829566,88.47079066,90.79402058,91.82372011,,
93.24061285,88.33804437,95.00164983,92.93723079,,
91.45280916,89.99176503,94.53124786,92.49674249,,
89.88982405,88.26138514,91.21226334,87.22598752,,
92.57180384,88.59955633,90.459337,92.65987718,,
91.20725237,88.59963978,94.02199138,92.28112801,,
91.39303942,89.07317548,90.32556401,92.39094156,,
92.3305988,88.54787927,95.14412399,93.08794344,,
92.80017908,87.75723316,91.01094233,91.96897656,,
91.27355114,89.60339848,90.05915945,92.19762949,,
90.84035874,88.87763301,90.257696,92.39499005,,
91.84147874,87.42590754,90.14059052,85.61530187,,
92.43510788,88.61875716,93.38343526,86.2302423,,
90.69580255,89.65688571,91.2667588,93.62377529,,
92.24573702,88.28852206,94.23784249,87.40500827,,
92.21140479,90.4845912,93.66388795,91.32365173,,
90.85848387,91.27548764,92.08730435,92.3327111,,
91.92259995,88.13830918,91.74279296,86.47634262,,
91.97550496,88.13212305,87.43185732,91.74522786,,
91.90922649,89.30156429,94.57347566,86.72091045,,
92.46596873,89.87489574,93.5020331,93.20273662,,
91.68778935,90.06394952,90.90722402,92.71272591,,
92.41271856,89.49308305,94.39081003,92.36252137,,
93.61937884,88.9424448,90.84346611,93.159989,,
92.06953527,88.02096055,93.84090388,91.51948039,,
90.67763127,89.86744725,93.68480848,92.31837929,,
92.78292229,89.39546713,90.59354048,93.03143655,,
90.4276468,90.1705137,93.8229567,91.25706704,,
91.97257518,89.54165684,93.32265129,86.68954048,,
92.25039535,88.93282515,93.60869024,93.1500859,,
93.3738585,88.16385538,90.84905433,93.30776903,,
92.07752498,88.05420526,93.47026414,92.5249908,,
91.473389,88.72249089,95.07036937,91.99595791,,
91.41765904,90.59660803,86.75398889,86.56237708,,
92.72217439,89.25111477,93.8877975,86.01497401,,
92.2181604,88.8905794,93.5720699,92.40696295,,
91.51412647,87.45265527,92.62883086,86.90466333,,
91.26214382,88.16696374,93.41107568,91.9427781,,
92.21892299,91.16964325,93.08262556,92.69266677,,
91.56203947,81.63666796,94.12289806,91.68790937,,
91.6522379,86.64905869,88.65806157,92.65251189,,
92.20835123,87.80846465,94.24977162,91.28103718,,
91.58428747,82.90241383,94.30278647,92.13676605,,
92.08567896,84.59080644,92.75846057,92.33115813,,
91.61184847,81.99167592,92.63708324,92.96344399,,
93.79087622,87.18222727,94.01595861,88.61642265,,
91.747726,85.96211168,92.17033505,91.39650156,,
