score
-500.0
-500.0
-492.0
-500.0
-500.0
-499.0
-217.0
-456.0
-376.0
-213.0
-149.0
-310.0
-176.0
-189.0
-211.0
-277.0
-362.0
-210.0
-113.0
-270.0
-429.0
-138.0
-285.0
-285.0
-235.0
-140.0
-125.0
-156.0
-137.0
-129.0
-127.0
-131.0
-110.0
-192.0
-73.0
-96.0
-75.0
-62.0
-76.0
-82.0
-81.0
-96.0
-108.0
-90.0
-92.0
-93.0
-60.0
-96.0
-81.0
-91.0
-151.0
-75.0
-90.0
-78.0
-83.0
-85.0
-90.0
-79.0
-89.0
-80.0
-125.0
-271.0
-88.0
-74.0
-73.0
-95.0
-88.0
-75.0
-81.0
-98.0
-91.0
-82.0
-79.0
-120.0
-90.0
-82.0
-102.0
-84.0
-76.0
-94.0
-76.0
-171.0
-100.0
-115.0
-70.0
-109.0
-229.0
-306.0
-103.0
-97.0
-91.0
-72.0
-78.0
-93.0
-88.0
-77.0
-96.0
-86.0
-89.0
-77.0
-80.0
-63.0
-63.0
-87.0
-90.0
-117.0
-94.0
-94.0
-105.0
-96.0
-86.0
-70.0
-183.0
-90.0
-110.0
-63.0
-89.0
-62.0
-79.0
-77.0
-82.0
-76.0
-90.0
-71.0
-83.0
-82.0
-85.0
-83.0
-71.0
-69.0
-73.0
-81.0
-61.0
-79.0
-81.0
-78.0
-111.0
-88.0
-102.0
-93.0
-70.0
-146.0
-136.0
-62.0
-74.0
-81.0
-75.0
-88.0
-76.0
-92.0
-62.0
-92.0
-82.0
-90.0
-61.0
-76.0
-80.0
-69.0
-86.0
-61.0
-180.0
-91.0
-85.0
-70.0
-70.0
-90.0
-74.0
-70.0
-92.0
-69.0
-90.0
-74.0
-74.0
-77.0
-61.0
-74.0
-92.0
-86.0
-128.0
-76.0
-175.0
-85.0
-159.0
-69.0
-90.0
-68.0
-70.0
-85.0
-97.0
-61.0
-90.0
-81.0
-79.0
-95.0
-70.0
-74.0
-71.0
-78.0
-77.0
-69.0
-150.0
-72.0
-70.0
-71.0
-69.0
-68.0
-61.0
-74.0
-70.0
-104.0
-89.0
-77.0
-91.0
-133.0
-89.0
-93.0
-90.0
-70.0
-63.0
-94.0
-75.0
-97.0
-63.0
-85.0
-71.0
-119.0
-75.0
-74.0
-100.0
-88.0
-114.0
-100.0
-63.0
-71.0
-71.0
-89.0
-91.0
-75.0
-72.0
-71.0
-87.0
-71.0
-71.0
-89.0
-85.0
-71.0
-72.0
-72.0
-80.0
-72.0
