-1505.23556,-361,-1272.607279
-1551.508157,-287,-1354.719889
-1557.802193,-286,-1356.046483
-1514.688293,-345,-1196.326102
-1243.152412,-341,-1209.899298
-1425.017389,-296,-1305.404527
-1552.378579,-265,-1039.527428
-1547.794526,-318,-1154.97219
-1489.723707,-260,-1218.666332
-1603.260386,-357,-1204.086115
-1373.030458,-490,-1070.373317
-1462.2814,-412,-1217.210453
-1315.706552,-389,-1228.590387
-1545.188003,-286,-1152.146264
-1517.486347,-276,-1201.688591
-1414.74092,-319,-1190.690047
-1201.548159,-358,-1036.254019
-1493.348819,-226,-1015.157795
-1555.152918,-500,-1553.189338
-1558.913998,-388,-915.1636632
-1297.302844,-268,-1062.374752
-1432.480956,-422,-1036.595907
-1266.77356,-287,-1043.371742
-1354.179837,-283,-1117.132642
-1447.390508,-381,-1650.090705
-1225.742895,-376,-1533.581861
-1515.969459,-371,-908.2310034
-913.818662,-274,-955.1009497
-1459.222982,-323,-1124.716656
-1457.143608,-240,-1012.693042
-1405.41279,-187,-1546.900093
-1319.396957,-275,-1122.435028
-1529.059311,-214,-906.0368892
-1444.537347,-312,-1093.032828
-1499.891032,-200,-1482.362708
-1345.673952,-150,-1033.622694
-1544.353752,-237,-974.1879205
-1456.123305,-201,-912.0990134
-1429.182022,-178,-968.7695873
-1470.012716,-244,-1200.606924
-1431.45446,-230,-892.5397899
-1472.033752,-157,-985.072315
-1438.008142,-177,-1093.360384
-1226.480692,-166,-1697.060445
-1350.845078,-129,-779.4477413
-1368.379348,-183,-867.5625821
-1298.908531,-166,-775.4091795
-1487.556263,-159,-818.5983828
-1466.143474,-149,-772.1801677
-1525.46149,-173,-1114.237438
-1344.590428,-129,-898.1426968
-1357.266405,-203,-748.0778777
-1357.341426,-177,-1095.670262
-1512.421551,-138,-1112.629016
-1180.965654,-147,-877.5582523
-1476.17294,-147,-867.7596486
-1273.015028,-146,-981.1143925
-1378.822997,-145,-858.3547632
-1356.772759,-142,-862.8202377
-1366.615235,-174,-891.7150598
-1316.875964,-117,-998.5679612
-1347.57766,-134,-833.5900317
-1373.22465,-116,-991.7493031
-1342.743563,-198,-963.2963782
-948.5526111,-140,-993.3979782
-1281.824999,-199,-753.835211
-1381.094802,-230,-877.1835452
-839.726911,-160,-860.895703
-1269.831254,-105,-643.8619274
-1329.19249,-193,-858.7359858
-1370.140369,-92,-746.991521
-1153.789816,-130,-981.0686273
-1302.87746,-165,-646.7362453
-885.7447872,-178,-1011.180448
-1194.394126,-140,-632.5423771
-1166.843971,-177,-725.7227181
-1325.770929,-170,-753.2609926
-1255.092315,-171,-623.9525571
-1236.152355,-184,-870.6041333
-1230.0187,-151,-572.5095058
-958.2309254,-117,-761.6154419
-1322.625045,-139,-624.255544
-774.0559888,-117,-863.9534523
-516.9262354,-150,-876.8364844
-626.9837421,-146,-628.7122664
-1268.227924,-123,-524.4144658
-1201.780378,-95,-753.2533908
-926.0335318,-121,-770.2252319
-1186.786049,-140,-858.7944078
-960.5837456,-126,-631.3227406
-1210.517808,-116,-655.3444551
-1208.149719,-119,-756.4815331
-914.5433482,-119,-379.9527649
-1191.305003,-145,-788.0429339
-1163.974266,-99,-760.3924473
-1216.156457,-98,-752.4398044
-1058.115625,-141,-655.489422
-627.3856368,-129,-864.9675497
-925.4503627,-126,-505.6697091
-1114.605101,-129,-836.9169398
-1048.829948,-139,-645.7379851
-1032.775182,-95,-912.9726027
-650.9434118,-303,-661.1929483
-902.2462946,-121,-384.7846796
-1061.947151,-153,-380.6084368
-258.842737,-108,-249.0669297
-1049.11568,-328,-674.0599533
-1049.872292,-120,-861.2957034
-1012.487582,-121,-512.5565289
-1099.933125,-115,-506.2877096
-7.207150064,-117,-654.8482762
-506.5308995,-125,-506.9028315
-931.6731075,-236,-495.3750149
-376.7141131,-207,-2.227631262
-948.0517054,-152,-517.2692957
-518.8797033,-139,-130.3229391
-381.5178773,-103,-132.8195018
-787.4893826,-117,-134.7210832
-1186.218558,-95,-125.3311792
-668.3540346,-109,-74.72376149
-918.4451631,-110,-382.9706248
-675.4040047,-163,-258.8488547
-505.3886975,-114,-527.4968834
-259.484237,-135,-259.871694
-257.0932501,-120,-400.5028173
-633.6412974,-109,-688.2113952
-130.6050682,-149,-250.4778403
-914.049981,-115,-387.4621662
-389.1529203,-114,-266.6941444
-900.9960041,-111,-259.8585363
-819.9594175,-105,-520.4126354
-130.4762112,-99,-130.1507333
-390.6221886,-132,-131.2131264
-387.2644314,-124,-248.5088185
-819.3967693,-112,-128.1817726
-128.9250104,-142,-256.8530578
-410.6673324,-121,-125.6347871
-127.2538242,-145,-129.6589758
-523.7262069,-109,-126.0192238
-256.7444689,-255,-132.8220445
-128.6523702,-120,-0.874807313
-127.1107031,-177,-128.588221
-439.6742504,-117,-129.7219295
-417.6391501,-128,-250.0952851
-246.1467494,-123,-256.8304473
-128.611234,-99,-247.092884
-123.0380891,-153,-133.5009105
-256.6699158,-96,-621.5049738
-375.5989005,-139,-125.1328129
-244.7876515,-123,-259.2410819
-258.2135239,-129,-534.8554937
-259.9931099,-170,-381.1820383
-386.4299548,-92,-127.7538239
-254.9741361,-137,-498.1316266
-287.5339316,-141,-130.7924141
-283.3941065,-134,-123.9036657
-124.1716909,-95,-127.5513328
-260.4090674,-112,-0.599052864
-258.1906378,-134,-128.2797243
-261.4836048,-124,-126.2284511
-128.448728,-110,-254.3323682
-454.4955287,-128,-659.9240573
-253.1564792,-89,-402.5298144
-130.2859608,-500,-441.7182734
-1.105143613,-113,-509.9254189
-129.1358606,-89,-129.7799186
-255.9975569,-128,-125.6877376
-128.104394,-161,-128.3009527
-127.2428464,-135,-128.2357614
-252.9905249,-100,-125.911389
-412.1498355,-102,-126.6942577
-281.4968216,-154,-127.5167004
-134.2341161,-132,-133.4850306
-456.7081681,-117,-390.4387863
-124.255201,-124,-128.006475
-130.1674213,-153,-381.205065
-387.6317783,-121,-129.2472994
-127.79782,-118,-244.9699763
-421.9208866,-101,-387.5355383
-261.9127142,-101,-0.749950949
-302.4845208,-110,-502.2853797
-379.965045,-102,-131.2570852
-125.7305782,-140,-0.516835458
-125.9630562,-127,-126.5506891
-128.1157698,-93,-0.623888223
-388.752344,-142,-122.9291562
-130.1307774,-96,-128.7450652
-128.4590252,-91,-273.3717453
-262.5173568,-105,-130.1911446
-129.0995421,-99,-0.686988439
-646.4495954,-96,-402.9349258
-256.8637051,-118,-124.0964341
-253.5491329,-124,-129.7643619
-391.0658034,-100,-252.4724801
-258.0168423,-118,-398.9105448
-521.2393125,-126,-377.5586398
-782.2257101,-143,-127.453702
-655.0971323,-118,-477.3265608
-375.0267692,-112,-546.189458
-260.7087004,-115,-124.9857084
-258.7271753,-151,-394.5323063
-0.70834245,-108,-129.6215133
-128.1579629,-278,-127.1481547
-257.3720515,-105,-378.9678393
-4.053986113,-152,-253.6825172
-126.1074862,-130,-130.0884903
-792.4130497,-101,-0.634662058
-381.5028552,-114,-429.0751716
-254.5797795,-126,-411.1946379
-401.5501981,-160,-129.9206358
-258.9318392,-150,-266.2229085
-785.6105339,-200,-128.2711157
-515.6614102,-111,-126.2661461
-127.2291676,-97,-0.744715027
-128.1687021,-115,-128.1950534
-126.6910777,-131,-125.1611231
-394.1685891,-200,-259.8397151
-382.7260659,-111,-415.8609225
-129.5251982,-216,-276.9981225
-253.7476582,-91,-130.4494399
-129.8406578,-142,-127.3554555
-127.2076389,-128,-403.367204
-378.9141736,-121,-514.8568622
-127.4298204,-182,-128.5907566
-256.584129,-115,-257.4713955
-129.3898918,-100,-130.5393004
-396.5791682,-161,-129.3161514
-255.7328724,-235,-1.523112693
-130.470487,-109,-526.1167692
-267.5711947,-129,-128.0942296
-127.818469,-192,-129.2330979
-256.5918073,-125,-1.514734779
-1.599804996,-124,-130.1432977
-265.9199985,-132,-397.5013435
-261.5705902,-135,-129.6228545
-255.8072322,-123,-258.6021894
-125.0228725,-117,-281.9388912
-439.4898099,-133,-372.2239041
-261.462548,-132,-129.3639422
-264.5811057,-120,-129.3751482
-1.773720034,-126,-373.2979209
-392.4491973,-119,-127.8660924
-130.0908234,-150,-1.247483669
-128.8130885,-137,-522.5267163
-128.8066443,-91,-133.3852405
-394.1076862,-109,-129.4366525
-128.5020234,-121,-265.4571188
-129.390261,-149,-255.2233645
-267.6815815,-127,-127.5629089
-127.7359643,-116,-391.0961398
-2.761930077,-121,-124.1737195
-255.5407217,-138,-1.435386303
-130.8186448,-144,-0.594562031
-260.1897274,-135,-378.2712533
-3.171345913,-139,-127.3546463
-425.3334789,-153,-397.3906389
-262.715382,-118,-263.6518928
-0.871092779,-138,-389.2922367
-261.0658849,-101,-125.6138378
-378.0231945,-120,-423.6150647
-128.3690038,-120,-131.1260603
-390.2669269,-126,-125.4064678
-1.911270807,-114,-370.8467626
-417.354775,-130,-129.246663
-131.5894318,-139,-129.949649
-0.96568451,-141,-261.702441
-128.4447737,-113,-515.3537941
-402.1336083,-140,-372.9091137
-0.577107348,-95,-440.6761085
-253.057533,-125,-391.50429
-131.9610591,-104,-392.7697778
-133.0078178,-151,-127.5720346
-260.5438144,-116,-129.8781332
-125.3856077,-118,-400.6575817
-512.251534,-102,-0.744089156
-259.0792413,-148,-130.775083
-0.746881934,-139,-133.0171854
-130.2306033,-126,-1.246950872
-129.4309511,-105,-126.7012856
-263.288861,-136,-476.4865599
-513.6689551,-96,-282.3111639
-129.5228294,-125,-126.78525
-258.1962519,-138,-389.223177
-391.6814515,-128,-267.1319256
-408.0892574,-139,-127.4636655
-281.1171482,-118,-255.2087284
-0.620774221,-125,-258.7744616
-522.3528675,-117,-128.5257023
-381.4188428,-155,-125.3655671
-401.5201289,-127,-124.7755973
-131.2558095,-150,-415.4544313
-574.6432892,-131,-263.366977
-126.7412124,-101,-373.6858314
-0.563574714,-129,-130.4236045
-128.3873981,-298,-244.3829018
-127.6419579,-149,-380.3436802
-126.4917748,-119,-379.5429262
-1.065716557,-105,-129.8644051
-125.7460026,-195,-479.6248454
-259.0201296,-136,-125.6198624
