score
13.0
35.0
16.0
25.0
18.0
10.0
25.0
41.0
11.0
18.0
32.0
16.0
24.0
8.0
10.0
9.0
8.0
9.0
11.0
9.0
9.0
10.0
10.0
10.0
17.0
28.0
70.0
82.0
41.0
53.0
37.0
72.0
208.0
147.0
93.0
128.0
20.0
249.0
143.0
175.0
190.0
173.0
183.0
217.0
155.0
206.0
176.0
248.0
275.0
188.0
265.0
198.0
251.0
178.0
218.0
201.0
184.0
165.0
227.0
180.0
296.0
214.0
275.0
301.0
240.0
256.0
247.0
194.0
182.0
201.0
257.0
224.0
297.0
280.0
259.0
339.0
357.0
347.0
293.0
347.0
393.0
364.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
333.0
480.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
288.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
463.0
500.0
500.0
500.0
500.0
490.0
306.0
500.0
500.0
500.0
500.0
500.0
500.0
313.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
287.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
347.0
500.0
379.0
500.0
500.0
311.0
320.0
397.0
500.0
360.0
500.0
465.0
379.0
500.0
500.0
447.0
500.0
500.0
500.0
500.0
500.0
361.0
500.0
500.0
319.0
500.0
447.0
500.0
500.0
500.0
500.0
467.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
266.0
500.0
500.0
482.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
386.0
500.0
476.0
500.0
500.0
500.0
319.0
500.0
447.0
500.0
500.0
373.0
375.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
